,Company,Ticker_1,Ticker_2,ESG score,ESG risk
2963,Consolidated Water Co. Ltd.,NAS,CWCO,35.5,High
2964,Consorcio Corredor Vial Bioceanico,-,,13.8,Low
2965,"Constellation Brands, Inc.",NYS,STZ,26.4,Medium
2966,Constellation Energy Corp.,NAS,CEG,28.5,Medium
2967,"Constellation Software, Inc.",TSE,CSU,25.9,Medium
2968,Constellium SE,NYS,CSTM,21.8,Medium
2969,Construcciones y Auxiliar de Ferrocarriles SA,MCE,CAF,20.0,Low
2970,"Construction Partners, Inc.",NAS,ROAD,51.1,Severe
2971,"Consumer Portfolio Services, Inc.",NAS,CPSS,31.7,High
2972,Consumers Energy Co.,-,,32.4,High
2973,Consumers Gas Ltd.,-,,26.7,Medium
2974,Consun Pharmaceutical Group Ltd.,HKG,1681,33.1,High
2975,Contact Energy Ltd.,NZE,CEN,31.3,High
2976,Container Corp. of India Ltd.,BOM,531344,28.9,Medium
2977,Container Leasing International LLC,-,,28.2,Medium
2978,"Contango ORE, Inc.",ASE,CTGO,53.4,Severe
2979,Contec Medical Systems Co. Ltd.,SHE,300869,32.9,High
2980,"Contemporary Amperex Technology Co., Ltd.",SHE,300750,19.2,Low
2981,"ContextLogic, Inc.",NAS,LOGC,24.2,Medium
2982,Continental AG,ETR,CON,24.6,Medium
2983,Continental Holdings Corp.,TAI,3703,41.5,Severe
2984,"Continental Resources, Inc.",-,,42.0,Severe
2985,Continuum Green Energy Ltd. (Singapore),-,,20.9,Medium
2986,Controladora Vuela Compañía de Aviación SAB de CV,MEX,VOLARA,27.2,Medium
2987,ConvaTec Group Plc,LON,CTEC,14.1,Low
2988,"Converge Information & Communications Tech Solutions, Inc.",PHS,CNVRG,19.7,Low
2989,Converge Technology Solutions Corp.,TSE,CTS,22.8,Medium
2990,Cool Co. Ltd.,OSL,CLCO,39.7,High
2991,"Cooper-Standard Holdings, Inc.",NYS,CPS,27.1,Medium
2992,Coöperatieve Rabobank UA,-,,12.3,Low
2993,Coor Service Management Holding AB,OME,COOR,7.7,Negligible
2994,Copa Holdings SA,NYS,CPA,30.8,High
2995,"Copart, Inc.",NAS,CPRT,18.3,Low
2996,COPT Defense Properties,NYS,CDP,10.7,Low
2997,Corbion NV,AMS,CRBN,18.3,Low
2998,"Corcept Therapeutics, Inc.",NAS,CORT,28.1,Medium
2999,Cordelio Amalco GP I,-,,54.3,Severe
3000,"Core & Main, Inc.",NYS,CNM,18.6,Low
3001,Core Laboratories Inc.,NYS,CLB,26.1,Medium
3002,Core Lithium Ltd.,ASX,CXO,45.4,Severe
3003,"Core Molding Technologies, Inc.",ASE,CMT,27.5,Medium
3004,CoreCard Corp.,NYS,CCRD,25.6,Medium
3005,"CoreCivic, Inc.",NYS,CXW,32.8,High
3006,Corem Property Group AB,OME,CORE.A,11.1,Low
3007,Coretronic Corp.,ROCO,5371,16.6,Low
3008,"CorMedix, Inc.",NAS,CRMD,29.3,Medium
3009,"Corning, Inc.",NYS,GLW,17.5,Low
3010,Coromandel International Ltd.,BOM,506395,35.1,High
3011,Corona Corp.,TKS,5909,27.0,Medium
3012,"Coronado Global Resources, Inc.",ASX,CRN,44.4,Severe
3013,Coronation Fund Managers Ltd.,JSE,CML,24.7,Medium
3014,"Corpay, Inc.",NYS,CPAY,22.5,Medium
3015,Corporación Acciona Energias Renovables SA,MCE,ANE,9.4,Negligible
3016,Corporación Financiera Alba SA,MCE,ALB,14.7,Low
3017,Corporación Financiera Colombiana SA,BOG,CORFICOLCF,13.4,Low
3018,Corporación Financiera de Desarrollo SA,-,,14.6,Low
3019,Corporación Inmobiliaria Vesta SAB de CV,MEX,VESTA,10.0,Low
3020,Corporación Nacional del Cobre de Chile,-,,26.7,Medium
3021,Corporación Quiport SA,-,,20.1,Medium
3022,Corporate Travel Management Ltd.,ASX,CTD,22.8,Medium
3023,Corporation Service Co.,-,,24.0,Medium
3024,Corporativo Fragua SAB de CV,MEX,FRAGUAB,24.8,Medium
3025,"Corsair Gaming, Inc.",NAS,CRSR,25.2,Medium
3026,"Corteva, Inc.",NYS,CTVA,33.8,High
3027,Corticeira Amorim SGPS SA,LIS,COR,9.7,Negligible
3028,Coruripe Netherlands BV,-,,26.5,Medium
3029,CorVel Corp.,NAS,CRVL,26.4,Medium
3030,Cosan SA,BSP,CSAN3,39.9,High
3031,"COSCO SHIPPING Development Co., Ltd.",HKG,2866,24.0,Medium
3032,"COSCO SHIPPING Energy Transportation Co., Ltd.",HKG,1138,24.9,Medium
3033,COSCO SHIPPING Holdings Co. Ltd.,HKG,1919,22.3,Medium
3034,"COSCO SHIPPING International (Hong Kong) Co., Ltd.",HKG,517,16.3,Low
3035,"COSCO Shipping International (Singapore) Co., Ltd.",SES,F83,43.8,Severe
3036,COSCO SHIPPING Ports Ltd.,HKG,1199,17.2,Low
3037,"COSCO Shipping Specialized Carriers Co., Ltd.",SHG,600428,25.2,Medium
3038,"Cosel Co., Ltd.",TKS,6905,26.7,Medium
3039,"COSMAX, Inc.",KRX,192820,28.1,Medium
3040,"Cosmo AM&T Co., Ltd.",KRX,005070,20.2,Medium
3041,"COSMO CHEMICAL Co., Ltd.",KRX,005420,35.1,High
3042,"Cosmo Energy Holdings Co., Ltd.",TKS,5021,41.3,Severe
3043,Cosmo Pharmaceuticals NV,SWX,COPN,29.4,Medium
3044,Cosmopolitan International Holdings Ltd.,HKG,120,29.3,Medium
3045,COSMOS Pharmaceutical Corp.,TKS,3349,27.8,Medium
3046,Costain Group Plc,LON,COST,35.9,High
3047,"Costamare, Inc.",NYS,CMRE,24.9,Medium
3048,"CoStar Group, Inc.",NAS,CSGP,21.7,Medium
3049,Costco Wholesale Corp.,NAS,COST,29.1,Medium
3050,"Coterra Energy, Inc.",NYS,CTRA,32.7,High
3051,Cottage Health Systems,-,,26.9,Medium
3052,"Coty, Inc.",NYS,COTY,23.9,Medium
3053,"Couchbase, Inc.",NAS,BASE,25.2,Medium
3054,Council of Europe Development Bank,-,,5.4,Negligible
3055,Country Garden Holdings Co. Ltd.,HKG,2007,23.6,Medium
3056,Country Garden Services Holdings Co. Ltd.,HKG,6098,14.2,Low
3057,"Coupang, Inc.",NYS,CPNG,26.0,Medium
3058,"Coursera, Inc.",NYS,COUR,19.6,Low
3059,"Cousins Properties, Inc.",NYS,CUZ,13.1,Low
3060,"Covenant Logistics Group, Inc.",NYS,CVLG,20.4,Medium
3061,Coventry Building Society,-,,15.6,Low
3062,"Coveo Solutions, Inc.",TSE,CVO,20.2,Medium
3063,COVER Corp.,TKS,5253,20.8,Medium
3064,Covestro AG,ETR,1COV,21.8,Medium
3065,Covivio Hotels SCA,PAR,COVH,9.2,Negligible
3066,Covivio SA,PAR,COV,5.0,Negligible
3067,"COWAY Co., Ltd.",KRX,021240,21.2,Medium
3068,Cowell e Holdings Inc.,HKG,1415,28.6,Medium
3069,"COWELL FASHION Co., Ltd.",KRX,033290,20.3,Medium
3070,"COWINTECH Co., Ltd.",KRX,282880,45.2,Severe
3071,"Cox Communications, Inc.",-,,20.8,Medium
3072,"Cox Enterprises, Inc.",-,,42.6,Severe
3073,CP All Public Co. Ltd.,BKK,CPALL,21.2,Medium
3074,CPFL Energia SA,BSP,CPFE3,33.7,High
3075,"CPI Card Group, Inc.",NAS,PMTS,20.7,Medium
3076,CPI Property Group SA,ETR,O5G,13.3,Low
3077,CPMC Holdings Ltd.,HKG,906,29.0,Medium
3078,CPN Retail Growth Leasehold REIT,BKK,CPNREIT,11.0,Low
3079,"CPPIB Capital, Inc.",-,,30.0,Medium
3080,"CRA International, Inc.",NAS,CRAI,24.2,Medium
3081,"Cracker Barrel Old Country Store, Inc.",NAS,CBRL,28.3,Medium
3082,Craftsman Automation Ltd.,BOM,543276,25.1,Medium
3083,Craneware Plc,LON,CRW,19.8,Low
3084,Cranswick Plc,LON,CWK,22.4,Medium
3085,Crawford & Co.,NYS,CRD.B,23.3,Medium
3086,Crayon Group Holding AS,OSL,CRAYN,18.1,Low
3087,"CRE Logistics REIT, Inc.",TKS,3487,15.0,Low
3088,Creades AB,OME,CRED.A,16.0,Low
3089,"create restaurants holdings, inc.",TKS,3387,32.8,High
3090,"Create SD Holdings Co., Ltd.",TKS,3148,25.3,Medium
3091,Creative & Innovative System Corp.,KRX,222080,40.6,Severe
3092,Credicorp Ltd.,NYS,BAP,20.3,Medium
3093,Credit Acceptance Corp.,NAS,CACC,24.9,Medium
3094,Crédit Agricole Assurances SA,-,,24.4,Medium
3095,Crédit Agricole Italia SpA,-,,26.2,Medium
3096,Crédit Agricole SA,PAR,ACA,19.7,Low
3097,Credit Corp. Group Ltd.,ASX,CCP,20.4,Medium
3098,Crédit Logement SA,-,,23.6,Medium
3099,Crédit Mutuel Arkéa SCFA,-,,11.0,Low
3100,"Credit Saison Co., Ltd.",TKS,8253,27.3,Medium
3101,CreditAccess Grameen Ltd.,BOM,541770,19.7,Low
3102,Credito Emiliano SpA,MIL,CE,23.4,Medium
3103,Credo Technology Group Holding Ltd.,NAS,CRDO,24.1,Medium
3104,Crelan NV,-,,19.4,Low
3105,Crescent Energy Co.,NYS,CRGY,43.2,Severe
3106,Cresco Ltd.,TKS,4674,25.2,Medium
3107,Crest Nicholson Holdings Plc,LON,CRST,15.0,Low
3108,"Crew Energy, Inc.",-,,41.4,Severe
3109,CRH Plc,NYS,CRH,17.6,Low
3110,"Cricut, Inc.",NAS,CRCT,19.8,Low
3111,"Crinetics Pharmaceuticals, Inc.",NAS,CRNX,38.7,High
3112,CRISIL Ltd.,BOM,500092,17.9,Low
3113,CRISPR Therapeutics AG,NAS,CRSP,25.4,Medium
3114,Criteo SA,NAS,CRTO,16.3,Low
3115,Criteria Caixa SA,-,,11.8,Low
3116,"Crocs, Inc.",NAS,CROX,15.9,Low
3117,Croda International Plc,LON,CRDA,21.6,Medium
3118,Crombie Real Estate Investment Trust,TSE,CRR.UT,18.2,Low
3119,Crompton Greaves Consumer Electricals Ltd.,BOM,539876,21.0,Medium
3120,Cromwell Property Group,ASX,CMW,10.5,Low
3121,"Cronos Group, Inc.",TSE,CRON,41.3,Severe
3122,"Cross Country Healthcare, Inc.",NAS,CCRN,20.0,Low
3123,"CrossFirst Bankshares, Inc.",-,,27.6,Medium
3124,Crosslinx Transit Solutions GP,-,,32.0,High
3125,"CrowdStrike Holdings, Inc.",NAS,CRWD,18.0,Low
3126,Crowell Development Corp.,TAI,2528,23.3,Medium
3127,"Crown Castle, Inc.",NYS,CCI,12.0,Low
3128,"Crown Holdings, Inc.",NYS,CCK,12.8,Low
3129,CRRC Corp. Ltd.,HKG,1766,32.1,High
3130,"CryoPort, Inc.",NAS,CYRX,24.9,Medium
3131,Crystal International Group Ltd.,HKG,2232,23.1,Medium
3132,"CS Disco, Inc.",NYS,LAW,23.9,Medium
3133,CS Wind Corp.,KRX,112610,32.1,High
3134,CSBC Corp. Taiwan,TAI,2208,32.2,High
3135,"CSC Financial Co., Ltd.",HKG,6066,28.7,Medium
3136,"CSG Holding Co., Ltd.",SHE,000012,43.1,Severe
3137,"CSG Systems International, Inc.",NAS,CSGS,20.2,Medium
3138,CSI Compressco LP,-,,32.5,High
3139,CSI Properties Ltd.,HKG,497,26.5,Medium
3140,CSL Ltd.,ASX,CSL,25.8,Medium
3141,CSN Mineração SA,BSP,CMIN3,24.4,Medium
3142,"CSPC Innovation Pharmaceutical Co., Ltd.",SHE,300765,35.0,High
3143,CSPC Pharmaceutical Group Ltd.,HKG,1093,29.9,Medium
3144,CSR Ltd.,-,,26.7,Medium
3145,CSS (FSCC) Partnership,-,,26.5,Medium
3146,"CSSC (Hong Kong) Shipping Co., Ltd. (Hong Kong)",HKG,3877,28.2,Medium
3147,CStone Pharmaceuticals Co. Ltd.,HKG,2616,39.8,High
3148,"CSW Industrials, Inc.",NAS,CSWI,26.3,Medium
3149,CSX Corp.,NAS,CSX,21.1,Medium
3150,CT Real Estate Investment Trust,TSE,CRT.UT,16.1,Low
3151,"CTBC Financial Holding Co., Ltd.",TAI,2891,17.3,Low
3152,CTCI Corp.,TAI,9933,24.6,Medium
3153,CTEK AB,OME,CTEK,21.9,Medium
3154,CTF Services Ltd.,HKG,659,34.3,High
3155,"CTI Engineering Co., Ltd.",TKS,9621,42.9,Severe
3156,"CTO Realty Growth, Inc.",NYS,CTO,18.6,Low
3157,CTOS Digital Bhd.,KLS,5301,18.9,Low
3158,CTP NV,AMS,CTPNV,9.3,Negligible
3159,"CTS Co., Ltd.",TKS,4345,26.1,Medium
3160,CTS Corp.,NYS,CTS,12.8,Low
3161,CTS Eventim AG & Co. KGaA,ETR,EVD,15.3,Low
3162,CTS International Logistics Corp. Ltd.,SHG,603128,26.2,Medium
3163,CTT - Correios de Portugal SA,LIS,CTT,16.1,Low
3164,CTT Systems AB,OME,CTT,30.2,High
3165,"CU, Inc.",-,,39.4,High
3166,"CUB Elecparts, Inc.",TAI,2231,23.9,Medium
3167,CubeSmart,NYS,CUBE,16.6,Low
3168,"Cuckoo Homesys Co., Ltd.",KRX,284740,25.9,Medium
3169,"Cue Biopharma, Inc.",NAS,CUE,28.2,Medium
3170,"Cullen/Frost Bankers, Inc.",NYS,CFR,27.1,Medium
3171,"Cullinan Therapeutics, Inc.",NAS,CGEM,39.8,High
3172,Cummins India Ltd.,BOM,500480,22.3,Medium
3173,"Cummins, Inc.",NYS,CMI,22.8,Medium
3174,"Cumulus Media, Inc.",NAS,CMLS,12.3,Low
3175,CureVac NV,NAS,CVAC,36.4,High
3176,"CUREXO, Inc.",KRX,060280,38.9,High
3177,Curro Holdings Ltd.,JSE,COH,18.5,Low
3178,Currys Plc,LON,CURY,13.7,Low
3179,Curtiss-Wright Corp.,NYS,CW,37.1,High
3180,"Curves Holdings Co., Ltd.",TKS,7085,35.2,High
3181,Cury Construtora e Incorporadora SA,BSP,CURY3,21.1,Medium
3182,Cushman & Wakefield Plc,NYS,CWK,11.4,Low
3183,Custodian Property Income REIT Plc,LON,CREI,16.1,Low
3184,"Custom Truck One Source, Inc.",NYS,CTOS,25.1,Medium
3185,"Customers Bancorp, Inc.",NYS,CUBI,26.8,Medium
3186,"Cutera, Inc.",OTC,CUTRQ,32.3,High
3187,CVB Financial Corp.,NAS,CVBF,27.7,Medium
3188,CVC Brasil Operadora e Agência de Viagens SA,BSP,CVCB3,34.6,High
3189,"CVR Energy, Inc.",NYS,CVI,49.9,Severe
3190,"CVRx, Inc.",NAS,CVRX,29.0,Medium
3191,CVS Group Plc,LON,CVSG,31.6,High
3192,CVS Health Corp.,NYS,CVS,18.3,Low
3193,cyber_Folks SA,WAR,CBF,33.6,High
3194,"CyberAgent, Inc.",TKS,4751,17.2,Low
3195,CyberArk Software Ltd.,NAS,CYBR,18.2,Low
3196,"CYBERDYNE, Inc.",TKS,7779,34.5,High
3197,Cyberlink Corp.,TAI,5203,26.8,Medium
3198,"CyberPower Systems, Inc.",TAI,3617,17.4,Low
3199,"CyberTAN Technology, Inc.",TAI,3062,23.4,Medium
3200,"Cybozu, Inc.",TKS,4776,24.8,Medium
3201,Cydsa SAB de CV,MEX,CYDSASAA,27.0,Medium
3202,Cyfrowy Polsat SA,WAR,CPS,17.6,Low
3203,Cyient Ltd.,BOM,532175,17.3,Low
3204,"CymaBay Therapeutics, Inc.",-,,39.3,High
3205,Cyrela Brazil Realty SA Empreendimentos e Participações,BSP,CYRE3,21.8,Medium
3206,CYRUSONE DATA CENTERS ISSUER I LLC,-,,16.5,Low
3207,"Cytek Biosciences, Inc.",NAS,CTKB,29.0,Medium
3208,"Cytokinetics, Inc.",NAS,CYTK,27.6,Medium
3209,Czech Gas Networks Investments SARL,-,,18.1,Low
3210,D-Link Corp.,TAI,2332,19.8,Low
3211,"D.R. Horton, Inc.",NYS,DHI,21.6,Medium
3212,D'Ieteren Group,BRU,DIE,11.2,Low
3213,D/S Norden A/S,CSE,DNORD,24.0,Medium
3214,"D&L Industries, Inc.",PHS,DNL,29.7,Medium
3215,D&O Green Technologies Bhd.,KLS,7204,35.3,High
3216,daa Plc,-,,23.4,Medium
3217,"Daan Gene Co., Ltd.",SHE,002030,24.5,Medium
3218,Dabur India Ltd.,BOM,500096,25.4,Medium
3219,Dada Nexus Ltd.,NAS,DADA,21.7,Medium
3220,"Dae Myoung Energy Co., Ltd.",KRX,389260,30.6,High
3221,"DAEA TI Co., Ltd.",KRX,045390,25.4,Medium
3222,"DAEDUCK Co., Ltd.",KRX,008060,24.0,Medium
3223,"Daeduck Electronics Co., Ltd.",KRX,353200,24.3,Medium
3224,"DAEHAN FLOUR MILLS Co., Ltd.",KRX,001130,44.4,Severe
3225,"Daejoo Electronic Materials Co., Ltd.",KRX,078600,33.7,High
3226,Daesang Corp.,KRX,001680,36.6,High
3227,Daewoo Engineering & Construction Co. Ltd.,KRX,047040,31.7,High
3228,"Daewoong Co., Ltd.",KRX,003090,28.4,Medium
3229,"Daewoong Pharmaceutical Co., Ltd.",KRX,069620,32.3,High
3230,Dagang NeXchange Bhd.,KLS,4456,28.7,Medium
3231,Dah Sing Banking Group Ltd.,HKG,2356,36.5,High
3232,Dah Sing Financial Holdings Ltd.,HKG,440,30.8,High
3233,"Dai Nippon Printing Co., Ltd.",TKS,7912,6.1,Negligible
3234,"Dai Nippon Toryo Co., Ltd.",TKS,4611,41.3,Severe
3235,"DAI-DAN Co., Ltd.",TKS,1980,31.8,High
3236,"Dai-ichi Life Holdings, Inc.",TKS,8750,25.3,Medium
3237,Daicel Corp.,TKS,4202,33.5,High
3238,"Daido Metal Co., Ltd.",TKS,7245,31.6,High
3239,"Daido Steel Co., Ltd.",TKS,5471,34.3,High
3240,Daiei Kankyo Co. Ltd.,TKS,9336,28.6,Medium
3241,"Daifuku Co., Ltd.",TKS,6383,17.0,Low
3242,Daihen Corp.,TKS,6622,29.4,Medium
3243,Daiho Corp.,TKS,1822,41.1,Severe
3244,"Daiichi Jitsugyo Co., Ltd.",TKS,8059,24.4,Medium
3245,"Daiichi Sankyo Co., Ltd.",TKS,4568,19.9,Low
3246,"Daiichikosho Co., Ltd.",TKS,7458,19.6,Low
3247,"Daiki Aluminium Industry Co., Ltd.",TKS,5702,38.2,High
3248,DAIKIN INDUSTRIES Ltd.,TKS,6367,22.2,Medium
3249,"Daikoku Denki Co., Ltd.",TKS,6430,14.5,Low
3250,"Daikokutenbussan Co., Ltd.",TKS,2791,26.5,Medium
3251,DaikyoNishikawa Corp.,TKS,4246,23.8,Medium
3252,Daily Journal Corp.,NAS,DJCO,14.6,Low
3253,Daimler Truck Holding AG,ETR,DTG,25.0,Medium
3254,"Dainichiseika Color & Chemicals Mfg. Co., Ltd.",TKS,4116,32.4,High
3255,Daio Paper Corp.,TKS,3880,31.6,High
3256,"Daiseki Co., Ltd.",TKS,9793,21.4,Medium
3257,"Daishi Hokuetsu Financial Group, Inc.",TKS,7327,32.6,High
3258,"Daishin Securities Co., Ltd.",KRX,003540,32.6,High
3259,Daisyo Corp.,TKS,9979,35.3,High
3260,"Daito Pharmaceutical Co., Ltd.",TKS,4577,29.4,Medium
3261,Daito Trust Construction Co. Ltd.,TKS,1878,17.3,Low
3262,"Daiwa House Industry Co., Ltd.",TKS,1925,12.1,Low
3263,Daiwa House REIT Investment Corp.,TKS,8984,13.1,Low
3264,DAIWA INDUSTRIES LTD.,TKS,6459,32.7,High
3265,Daiwa Office Investment Corp.,TKS,8976,11.5,Low
3266,"Daiwa Securities Group, Inc.",TKS,8601,19.7,Low
3267,Daiwa Securities Living Investment Corp.,TKS,8986,17.9,Low
3268,"Daiwabo Holdings Co., Ltd.",TKS,3107,11.7,Low
3269,"Daiyang Metal Co., Ltd.",KRX,009190,50.3,Severe
3270,"Dajin Heavy Industry Co., Ltd.",SHE,002487,43.3,Severe
3271,Dakota Gold Corp.,ASE,DC,49.2,Severe
3272,"Daktronics, Inc.",NAS,DAKT,19.8,Low
3273,Dalata Hotel Group Plc,DUB,DHG,21.7,Medium
3274,"Dalian Huarui Heavy Industry Group Co., Ltd.",SHE,002204,33.4,High
3275,"Dalian Wanda Commercial Management Group Co., Ltd.",-,,23.2,Medium
3276,Dalipal Holdings Ltd.,HKG,1921,28.3,Medium
3277,Dallah Healthcare Co.,SAU,4004,37.6,High
3278,Dalmia Bharat Ltd.,BOM,542216,29.8,Medium
3279,Dalrymple Bay Infrastructure Ltd.,ASX,DBI,20.1,Medium
3280,Dana Gas PJSC,ADS,DANA,43.8,Severe
3281,"Dana, Inc.",NYS,DAN,27.0,Medium
3282,Danaher Corp.,NYS,DHR,8.5,Negligible
3283,"Danal Co., Ltd.",KRX,064260,31.3,High
3284,Danaos Corp.,NYS,DAC,20.4,Medium
3285,Danel (Adir Yeoshua) Ltd.,TAE,DANE,17.4,Low
3286,Danfoss A/S,-,,23.1,Medium
3287,Dangote Cement Plc,NSA,DANGCEM,37.3,High
3288,"Danica Pension, Livsforsikringsaktieselskab",-,,15.9,Low
3289,Danieli & C. Officine Meccaniche SpA,MIL,DAN,28.0,Medium
3290,"Danimer Scientific, Inc.",OTC,DNMRQ,36.3,High
3291,Danmarks Skibskredit A/S,-,,27.3,Medium
3292,Danone SA,PAR,BN,18.0,Low
3293,Danske Bank A/S,CSE,DANSKE,18.9,Low
3294,Danya Cebus Ltd.,TAE,DNYA,22.6,Medium
3295,"Daol Investment & Securities Co., Ltd.",KRX,030210,38.8,High
3296,Daou Data Corp.,KRX,032190,16.1,Low
3297,"Daou Technology, Inc.",KRX,023590,39.0,High
3298,"Daqin Railway Co., Ltd.",SHG,601006,32.0,High
3299,Daqo New Energy Corp.,NYS,DQ,26.3,Medium
3300,Dar Al Arkan Real Estate Development Co.,SAU,4300,28.7,Medium
3301,"Darden Restaurants, Inc.",NYS,DRI,28.6,Medium
3302,Darfon Electronics Corp.,TAI,8163,21.0,Medium
3303,Darktrace Ltd.,-,,20.4,Medium
3304,"Darling Ingredients, Inc.",NYS,DAR,23.2,Medium
3305,Darwin Precisions Corp.,TAI,6120,30.2,High
3306,"Daseke, Inc.",-,,20.9,Medium
3307,"Dashang Co., Ltd.",SHG,600694,28.6,Medium
3308,"DaShenLin Pharmaceutical Group Co., Ltd.",SHG,603233,42.0,Severe
3309,Dassault Aviation SA,PAR,AM,38.4,High
3310,Dassault Systèmes SE,PAR,DSY,13.2,Low
3311,Data Patterns (India) Ltd.,BOM,543428,36.8,High
3312,Data#3 Ltd.,ASX,DTL,19.4,Low
3313,"Datadog, Inc.",NAS,DDOG,16.1,Low
3314,DATAGROUP SE,ETR,D6H,25.4,Medium
3315,Datalogic SpA,MIL,DAL,15.9,Low
3316,"Datang Huayin Electric Power Co., Ltd.",SHG,600744,61.9,Severe
3317,"Datang International Power Generation Co., Ltd.",HKG,991,56.9,Severe
3318,Datatec Ltd.,JSE,DTC,13.3,Low
3319,Dätwyler Holding AG,SWX,DAE,24.5,Medium
3320,"Dave & Buster's Entertainment, Inc.",NAS,PLAY,31.7,High
3321,Davide Campari-Milano NV,MIL,CPR,20.3,Medium
3322,"DaVita, Inc.",NYS,DVA,21.8,Medium
3323,"DAWONSYS Co., Ltd.",KRX,068240,37.2,High
3324,"Day One Biopharmaceuticals, Inc.",NAS,DAWN,37.1,High
3325,Dayang Enterprise Holdings Bhd.,KLS,5141,29.6,Medium
3326,"Dayforce, Inc.",NYS,DAY,16.2,Low
3327,"Dazhong Mining Co., Ltd.",SHE,001203,53.3,Severe
3328,DB Corp. Ltd.,BOM,533151,12.0,Low
3329,"DB HITEK Co., Ltd.",KRX,000990,26.1,Medium
3330,"DB Insurance Co., Ltd.",KRX,005830,24.6,Medium
3331,DBAPPSecurity Co. Ltd.,SHG,688023,26.0,Medium
3332,"DBG Technology Co., Ltd.",SHE,300735,13.2,Low
3333,DBS Bank Ltd.,-,,23.0,Medium
3334,DBS Bank Ltd. (Australia),-,,24.4,Medium
3335,DBS Group Holdings Ltd.,SES,D05,18.0,Low
3336,DCB Bank Ltd.,BOM,532772,32.5,High
3337,DCC Plc,LON,DCC,23.3,Medium
3338,"DCM Holdings Co., Ltd.",TKS,3050,17.1,Low
3339,DCM Shriram Ltd.,BOM,523367,31.5,High
3340,DCP Midstream LP,-,,35.4,High
3341,De Grey Mining Ltd.,ASX,DEG,39.3,High
3342,De La Rue Plc,LON,DLAR,8.5,Negligible
3343,"De Rucci Healthy Sleep Co., Ltd.",SHE,001323,17.6,Low
3344,De Volksbank NV,-,,13.0,Low
3345,De'Longhi SpA,MIL,DLG,14.4,Low
3346,"Dear U Co., Ltd.",KRX,376300,33.9,High
3347,"Deciphera Pharmaceuticals, Inc.",-,,25.4,Medium
3348,Deckers Outdoor Corp.,NYS,DECK,14.2,Low
3349,Dedicare AB,OME,DEDI,18.8,Low
3350,Deep Yellow Ltd.,ASX,DYL,39.4,High
3351,Deepak Fertilisers & Petrochemicals Corp. Ltd.,BOM,500645,38.2,High
3352,Deepak Nitrite Ltd.,BOM,506401,24.5,Medium
3353,Deere & Co.,NYS,DE,16.2,Low
3354,Definitive Healthcare Corp.,NAS,DH,16.8,Low
3355,Definity Financial Corp.,TSE,DFY,19.9,Low
3356,"Dehua TB New Decoration Material Co., Ltd.",SHE,002043,31.3,High
3357,DekaBank Deutsche Girozentrale,-,,16.3,Low
3358,Delek Automotive Systems Ltd.,TAE,DLEA,16.0,Low
3359,Delek Group Ltd.,TAE,DLEKG,47.1,Severe
3360,"Delek US Holdings, Inc.",NYS,DK,37.5,High
3361,Delhi International Airport Ltd.,-,,20.5,Medium
3362,Delhivery Ltd.,BOM,543529,25.2,Medium
3363,Deliveroo Plc,LON,ROO,22.4,Medium
3364,Delivery Hero SE,ETR,DHER,22.9,Medium
3365,"Delixi New Energy Technology Co., Ltd.",SHG,603032,26.1,Medium
3366,"Dell Technologies, Inc.",NYS,DELL,15.9,Low
3367,"Delpha Construction Co., Ltd.",TAI,2530,18.0,Low
3368,"Delta Air Lines, Inc.",NYS,DAL,30.5,High
3369,Delta Electronics (Thailand) Public Co. Ltd.,BKK,DELTA,17.6,Low
3370,"Delta Electronics, Inc.",TAI,2308,13.4,Low
3371,Delta Galil Industries Ltd.,TAE,DELG,19.7,Low
3372,Deluxe Corp.,NYS,DLX,12.6,Low
3373,"DEMAE-CAN CO., LTD.",TKS,2484,27.4,Medium
3374,Demant A/S,CSE,DEMANT,25.7,Medium
3375,Demco Public Co. Ltd.,BKK,DEMCO,39.5,High
3376,DEME Group NV,BRU,DEME,33.4,High
3377,"DeNA Co., Ltd.",TKS,2432,22.4,Medium
3378,"Denali Therapeutics, Inc.",NAS,DNLI,37.6,High
3379,"Denbury, Inc.",-,,35.1,High
3380,Denison Mines Corp.,TSE,DML,30.5,High
3381,"Denka Co., Ltd.",TKS,4061,35.8,High
3382,Denny's Corp.,NAS,DENN,26.0,Medium
3383,DENSO Corp.,TKS,6902,16.2,Low
3384,dentalcorp Holdings Ltd.,TSE,DNTL,21.7,Medium
3385,"Dentium Co., Ltd.",KRX,145720,35.9,High
3386,"Dentsply Sirona, Inc.",NAS,XRAY,12.1,Low
3387,"Dentsu Group, Inc.",TKS,4324,13.2,Low
3388,"Dentsu Soken, Inc.",TKS,4812,18.1,Low
3389,"Denyo Co., Ltd.",TKS,6517,24.8,Medium
3390,Deoleo SA,MCE,OLE,25.9,Medium
3391,"Depo Auto Parts Industrial Co., Ltd.",TAI,6605,24.9,Medium
3392,"Deppon Logistics Co., Ltd.",SHG,603056,26.7,Medium
3393,Derby Healthcare Plc,-,,25.9,Medium
3394,Derichebourg SA,PAR,DBG,24.8,Medium
3395,Dermapharm Holding SE,ETR,DMP,27.6,Medium
3396,Derwent London Plc,LON,DLN,12.0,Low
3397,Descente Ltd.,-,,23.0,Medium
3398,"Design Therapeutics, Inc.",NAS,DSGN,28.3,Medium
