,Company,Ticker_1,Ticker_2,ESG score,ESG risk
2542,"China Shenhua Energy Co., Ltd.",HKG,1088,54.3,Severe
2543,China Shineway Pharmaceutical Group Ltd.,HKG,2877,29.5,Medium
2544,China South City Holdings Ltd.,HKG,1668,26.4,Medium
2545,"China South Publishing & Media Group Co., Ltd.",SHG,601098,15.5,Low
2546,China Southern Airlines Co. Ltd.,HKG,1055,31.6,High
2547,"China Southern Power Grid Co., Ltd.",-,,50.1,Severe
2548,China Southern Power Grid Energy Efficiency & Clean Energy,SHE,003035,48.7,Severe
2549,"China Southern Power Grid Energy Storage Co., Ltd.",SHG,600995,49.3,Severe
2550,"China Southern Power Grid Technology Co., Ltd.",SHG,688248,44.0,Severe
2551,"China Sports Industry Group Co., Ltd.",SHG,600158,34.7,High
2552,China State Construction Engineering Corp. Ltd.,SHG,601668,52.7,Severe
2553,China State Construction International Holdings Ltd.,HKG,3311,37.3,High
2554,China State Shipbuilding Corp. Ltd.,-,,35.8,High
2555,China Steel Chemical Corp.,TAI,1723,31.3,High
2556,China Steel Corp.,TAI,2002,29.1,Medium
2557,"China Suntien Green Energy Corp., Ltd.",HKG,956,42.8,Severe
2558,"China Taiping Insurance Holdings Co., Ltd.",HKG,966,30.2,High
2559,China Telecom Corp. Ltd.,HKG,728,32.8,High
2560,"China Three Gorges Renewables (Group) Co., Ltd.",SHG,600905,26.4,Medium
2561,"China Tianrui Group Cement Co., Ltd.",HKG,1252,44.8,Severe
2562,"China Tianying, Inc.",SHE,000035,25.6,Medium
2563,"China Tobacco International (HK) Co., Ltd.",HKG,6055,32.6,High
2564,China Tourism Group Duty Free Corp. Ltd.,HKG,1880,17.7,Low
2565,China Tower Corp. Ltd.,HKG,788,25.4,Medium
2566,China Traditional Chinese Medicine Holdings Co. Ltd.,HKG,570,37.9,High
2567,"China TransInfo Technology Co., Ltd.",SHE,002373,20.4,Medium
2568,China Travel International Investment Hong Kong Ltd.,HKG,308,33.0,High
2569,"China Tungsten & Hightech Materials Co., Ltd.",SHE,000657,49.1,Severe
2570,China Unicom (Hong Kong) Ltd.,HKG,762,35.5,High
2571,China Union Holdings Ltd.,SHE,000036,22.2,Medium
2572,China United Network Communications Ltd.,SHG,600050,33.7,High
2573,"China Vanke Co., Ltd.",HKG,2202,16.1,Low
2574,"China Wafer Level CSP Co., Ltd.",SHG,603005,25.1,Medium
2575,China Water Affairs Group Ltd.,HKG,855,35.4,High
2576,"China West Construction Co., Ltd.",SHE,002302,40.5,Severe
2577,"China World Trade Center Co., Ltd.",SHG,600007,30.3,High
2578,"China XD Electric Co., Ltd.",SHG,601179,37.0,High
2579,China XLX Fertiliser Ltd.,HKG,1866,49.4,Severe
2580,"China Yangtze Power Co., Ltd.",SHG,600900,20.7,Medium
2581,China Yongda Automobiles Services Holdings Ltd.,HKG,3669,13.5,Low
2582,China Youran Dairy Group Ltd.,HKG,9858,33.5,High
2583,"China Zhenhua (Group) Science & Technology Co., Ltd.",SHE,000733,27.5,Medium
2584,"China Zheshang Bank Co., Ltd.",HKG,2016,25.2,Medium
2585,China-Singapore Suzhou Industrial Park Development Co. Ltd.,SHG,601512,24.7,Medium
2586,"ChinaLin Securities Co., Ltd.",SHE,002945,33.6,High
2587,Chinasoft International Ltd.,HKG,354,25.6,Medium
2588,"Chinese Universe Publishing & Media Group Co., Ltd.",SHG,600373,15.0,Low
2589,"Chinook Therapeutics, Inc.",-,,36.3,High
2590,Chipbond Technology Corp.,ROCO,6147,25.3,Medium
2591,"ChipMOS Technologies, Inc.",TAI,8150,29.4,Medium
2592,"Chipotle Mexican Grill, Inc.",NYS,CMG,22.5,Medium
2593,"Chiyoda Co., Ltd.",TKS,8185,20.6,Medium
2594,Chiyoda Corp.,TKS,6366,37.3,High
2595,"Chiyoda Integre Co., Ltd.",TKS,6915,12.7,Low
2596,Chlitina Holding Ltd.,TAI,4137,29.8,Medium
2597,"CHN Energy Changyuan Electric Power Co., Ltd.",SHE,000966,49.4,Severe
2598,Chocoladefabriken Lindt & Sprüngli AG,SWX,LISN,21.7,Medium
2599,"Chofu Seisakusho Co., Ltd.",TKS,5946,28.7,Medium
2600,"Choice Hotels International, Inc.",NYS,CHH,26.3,Medium
2601,Choice Properties Real Estate Investment Trust,TSE,CHP.UT,12.8,Low
2602,"ChoiceOne Financial Services, Inc.",NAS,COFS,30.5,High
2603,Cholamandalam Financial Holdings Ltd.,BOM,504973,32.7,High
2604,Cholamandalam Investment & Finance Co. Ltd.,BOM,511243,24.1,Medium
2605,"Chong Hong Construction Co., Ltd.",TAI,5534,23.9,Medium
2606,Chong Kun Dang Pharmaceutical Corp.,KRX,185750,35.1,High
2607,ChongKunDang Holdings Corp.,KRX,001630,38.8,High
2608,"Chongqing Brewery Co., Ltd.",SHG,600132,20.4,Medium
2609,Chongqing Changan Automobile Co. Ltd.,SHE,000625,35.8,High
2610,"Chongqing Department Store Co., Ltd.",SHG,600729,23.1,Medium
2611,"Chongqing Fuling Electric Power Co., Ltd.",SHG,600452,47.5,Severe
2612,"Chongqing Fuling Zhacai Group Co., Ltd.",SHE,002507,36.3,High
2613,Chongqing Hongjiu Fruit Co. Ltd.,HKG,6689,16.6,Low
2614,"Chongqing Iron & Steel Co., Ltd.",HKG,1053,42.2,Severe
2615,"Chongqing Road & Bridge Co., Ltd.",SHG,600106,48.3,Severe
2616,"Chongqing Rural Commercial Bank Co., Ltd.",HKG,3618,26.2,Medium
2617,"Chongqing Sanfeng Environmental Group Corp., Ltd.",SHG,601827,24.8,Medium
2618,"Chongqing Taiji Industry (Group) Co., Ltd.",SHG,600129,42.7,Severe
2619,Chongqing Three Gorges Water Conservancy & Elect Pwr Co. Ltd.,SHG,600116,52.1,Severe
2620,"Chongqing Water Group Co., Ltd.",SHG,601158,37.5,High
2621,"Chongqing Zhifei Biological Products Co., Ltd.",SHE,300122,28.4,Medium
2622,"Chongqing Zongshen Power Machinery Co., Ltd.",SHE,001696,22.6,Medium
2623,"Chongyi Zhangyuan Tungsten Co., Ltd.",SHE,002378,55.2,Severe
2624,Chord Energy Corp.,NAS,CHRD,41.2,Severe
2625,"Chori Co., Ltd.",TKS,8014,14.3,Low
2626,"Chorus Aviation, Inc.",TSE,CHR,28.4,Medium
2627,Chorus Ltd.,NZE,CNU,24.6,Medium
2628,Chouzhou International Investment Ltd.,-,,36.0,High
2629,Chow Sang Sang Holdings International Ltd.,HKG,116,22.0,Medium
2630,Chow Tai Fook Jewellery Group Ltd.,HKG,1929,14.6,Low
2631,Chow Tai Seng Jewelry Co. Ltd.,SHE,002867,20.3,Medium
2632,Christian Dior SE,PAR,CDI,23.4,Medium
2633,"Chroma Ate, Inc.",TAI,2360,12.9,Low
2634,Chrysalis Investments Ltd.,LON,CHRY,36.2,High
2635,Chubb Ltd.,NYS,CB,23.3,Medium
2636,"Chubu Electric Power Co., Inc.",TKS,9502,44.1,Severe
2637,"Chubu Steel Plate Co., Ltd.",TKS,5461,40.7,Severe
2638,"Chubushiryo Co., Ltd.",TKS,2053,46.8,Severe
2639,CHUDENKO CORP.,TKS,1941,39.8,High
2640,"Chugai Pharmaceutical Co., Ltd.",TKS,4519,20.2,Medium
2641,"Chugin Financial Group, Inc.",TKS,5832,27.7,Medium
2642,"Chugoku Marine Paints, Ltd.",TKS,4617,33.0,High
2643,Chularat Hospital PCL,BKK,CHG,26.7,Medium
2644,"Chun Yuan Steel Industry Co., Ltd.",TAI,2010,41.4,Severe
2645,"CHUNBO Co., Ltd.",KRX,278280,46.9,Severe
2646,Chung Hung Steel Corp.,TAI,2014,28.7,Medium
2647,Chung Hwa Pulp Corp.,TAI,1905,27.3,Medium
2648,Chung-Hsin Electric & Machinery Mfg. Corp.,TAI,1513,31.0,High
2649,"Chunghwa Precision Test Tech Co., Ltd.",ROCO,6510,20.7,Medium
2650,"Chunghwa Telecom Co., Ltd.",TAI,2412,20.4,Medium
2651,"Chuo Spring Co., Ltd.",TKS,5992,25.5,Medium
2652,"Church & Dwight Co., Inc.",NYS,CHD,22.7,Medium
2653,"Churchill Downs, Inc.",NAS,CHDN,27.5,Medium
2654,"Chuy's Holdings, Inc.",-,,30.4,High
2655,CI Financial Corp.,TSE,CIX,25.8,Medium
2656,CI Games SA,WAR,CIG,15.7,Low
2657,CIBanco SA Institución de Banca Multiple (Mexico),-,,28.7,Medium
2658,Cibus Nordic Real Estate AB,OME,CIBUS,18.0,Low
2659,Ciclo Combinado Tierra Mojada SRL,-,,55.9,Severe
2660,Cicor Technologies Ltd.,SWX,CICN,15.4,Low
2661,CIE Automotive India Ltd.,BOM,532756,26.3,Medium
2662,CIE Automotive SA,MCE,CIE,11.3,Low
2663,Cie d'Entreprises CFE SA,BRU,CFEB,28.1,Medium
2664,Cielo SA,-,,11.4,Low
2665,Ciena Corp.,NYS,CIEN,14.5,Low
2666,CIFI Holdings (Group) Co. Ltd.,HKG,884,27.6,Medium
2667,CIMB Bank Bhd.,-,,24.6,Medium
2668,CIMB Group Holdings Bhd.,KLS,1023,20.1,Medium
2669,CIMC Enric Holdings Ltd.,HKG,3899,32.3,High
2670,CIMIC Finance (USA) Pty Ltd.,-,,20.4,Medium
2671,Cimpress Plc,NAS,CMPR,7.8,Negligible
2672,Çimsa Çimento Sanayi ve Ticaret AS,IST,CIMSA.E,25.1,Medium
2673,Cincinnati Financial Corp.,NAS,CINF,23.1,Medium
2674,Cinda Real Estate Co. Ltd.,SHG,600657,27.1,Medium
2675,"Cinemark Holdings, Inc.",NYS,CNK,19.4,Low
2676,"Cineplex, Inc.",TSE,CGX,16.8,Low
2677,Cint Group AB,OME,CINT,22.0,Medium
2678,Cintas Corp.,NAS,CTAS,17.0,Low
2679,"Cipher Mining, Inc.",NAS,CIFR,25.1,Medium
2680,Cipla Ltd.,BOM,500087,25.5,Medium
2681,CIR SpA - Cie Industriali Riunite,MIL,CIR,39.6,High
2682,Circle Anglia Social Housing Plc,-,,16.4,Low
2683,"CIRCOR International, Inc.",-,,28.7,Medium
2684,"Cirrus Logic, Inc.",NAS,CRUS,14.5,Low
2685,Cirsa Enterprises SA,-,,12.0,Low
2686,"Cisco Systems, Inc.",NAS,CSCO,13.1,Low
2687,Citadel Finance LLC,-,,36.0,High
2688,Citadel LP,-,,35.4,High
2689,"CITIC Heavy Industries Co., Ltd.",SHG,601608,36.9,High
2690,CITIC Ltd.,HKG,267,50.6,Severe
2691,"Citic Pacific Special Steel Group Co., Ltd.",SHE,000708,46.3,Severe
2692,CITIC Press Corp.,SHE,300788,14.8,Low
2693,CITIC Resources Holdings Ltd.,HKG,1205,24.0,Medium
2694,"CITIC Securities Co., Ltd.",HKG,6030,27.6,Medium
2695,CITIC Telecom International Holdings Ltd.,HKG,1883,22.0,Medium
2696,"Citigroup Global Markets Holdings, Inc.",-,,19.1,Low
2697,"Citigroup, Inc.",NYS,C,18.9,Low
2698,"Citius Pharmaceuticals, Inc.",NAS,CTXR,34.9,High
2699,Citizen Housing Group Ltd.,-,,14.6,Low
2700,"Citizen Watch Co., Ltd.",TKS,7762,20.8,Medium
2701,Citizens & Northern Corp.,NAS,CZNC,35.6,High
2702,"Citizens Financial Group, Inc. (Rhode Island)",NYS,CFG,22.9,Medium
2703,"Citizens Financial Services, Inc.",NAS,CZFS,32.1,High
2704,City Cement Co.,SAU,3003,43.1,Severe
2705,City Developments Ltd.,SES,C09,8.1,Negligible
2706,City Holding Co.,NAS,CHCO,31.6,High
2707,City of London Investment Group Plc,LON,CLIG,26.4,Medium
2708,"City Office REIT, Inc.",NYS,CIO,16.3,Low
2709,City Union Bank Ltd.,BOM,532210,31.1,High
2710,Citychamp Watch & Jewellery Group Ltd.,HKG,256,24.7,Medium
2711,Citycon Oyj,HEL,CTY1S,20.7,Medium
2712,"Civista Bancshares, Inc.",NAS,CIVB,30.0,Medium
2713,"Civitas Resources, Inc.",NYS,CIVI,36.7,High
2714,"CJ CGV Co., Ltd.",KRX,079160,14.6,Low
2715,CJ CheilJedang Corp.,KRX,097950,27.0,Medium
2716,CJ Corp.,KRX,001040,43.5,Severe
2717,"CJ ENM Co., Ltd.",KRX,035760,13.5,Low
2718,CJ Freshway Corp.,KRX,051500,17.6,Low
2719,CJ Logistics Corp.,KRX,000120,17.1,Low
2720,CK Asset Holdings Ltd.,HKG,1113,15.1,Low
2721,CK Hutchison Group Telecom Holdings Ltd.,-,,12.6,Low
2722,CK Hutchison Holdings Ltd.,HKG,1,28.3,Medium
2723,CK Infrastructure Holdings Ltd.,HKG,1038,30.3,High
2724,"CK Life Sciences International (Holdings), Inc.",HKG,775,31.1,High
2725,CK Power Public Co. Ltd.,BKK,CKP,28.6,Medium
2726,CKD Corp.,TKS,6407,36.6,High
2727,CKE Holdings LP,-,,33.2,High
2728,Clal Insurance Enterprises Holdings Ltd.,TAE,CLIS,34.4,High
2729,Clariane SE,PAR,CLARI,26.4,Medium
2730,Clariant AG,SWX,CLN,17.8,Low
2731,Clarion Housing Group Ltd.,-,,16.5,Low
2732,Clarios Global GP LLC,-,,11.8,Low
2733,Clarios Global LP,-,,23.0,Medium
2734,Clarivate Plc,NYS,CLVT,19.7,Low
2735,Clarkson Plc,LON,CKN,25.3,Medium
2736,"Claros Mortgage Trust, Inc.",NYS,CMTG,19.9,Low
2737,Clarus Corp.,NAS,CLAR,16.2,Low
2738,Clas Ohlson AB,OME,CLAS.B,10.6,Low
2739,"CLASSYS, Inc.",KRX,214150,31.0,High
2740,Clean Energy Fuels Corp.,NAS,CLNE,33.0,High
2741,"Clean Harbors, Inc.",NYS,CLH,20.5,Medium
2742,Clean Science & Technology Ltd.,BOM,543318,24.0,Medium
2743,"Cleanaway Co., Ltd.",TAI,8422,18.7,Low
2744,Cleanaway Waste Management Ltd.,ASX,CWY,19.4,Low
2745,"CleanSpark, Inc.",NAS,CLSK,24.6,Medium
2746,Cleanup Corp.,TKS,7955,15.9,Low
2747,"Clear Channel Outdoor Holdings, Inc.",NYS,CCO,11.3,Low
2748,"Clear Secure, Inc.",NYS,YOU,22.7,Medium
2749,"Clearfield, Inc.",NAS,CLFD,19.4,Low
2750,"Clearpoint Neuro, Inc.",NAS,CLPT,35.3,High
2751,"Clearwater Analytics Holdings, Inc.",NYS,CWAN,26.3,Medium
2752,Clearwater Paper Corp.,NYS,CLW,23.0,Medium
2753,"Clearway Energy, Inc.",NYS,CWEN,41.6,Severe
2754,Cleco Corporate Holdings LLC,-,,43.2,Severe
2755,Cleopatra Hospital Co.,CAI,CLHO,31.6,High
2756,"Cleveland-Cliffs, Inc.",NYS,CLF,36.9,High
2757,Clevo Co.,TAI,2362,20.3,Medium
2758,Clicks Group Ltd.,JSE,CLS,20.7,Medium
2759,"Client Service International, Inc.",SHE,300663,29.2,Medium
2760,Clifford Capital Pte Ltd.,-,,24.2,Medium
2761,"Climb Global Solutions, Inc.",NAS,CLMB,13.1,Low
2762,Clinuvel Pharmaceuticals Ltd.,ASX,CUV,22.6,Medium
2763,"Clipper Realty, Inc.",NYS,CLPR,24.3,Medium
2764,Cliq Digital AG,ETR,CLIQ,28.1,Medium
2765,Cloetta AB,OME,CLA.B,23.1,Medium
2766,Close Brothers Group Plc,LON,CBG,21.5,Medium
2767,Cloudberry Clean Energy ASA,OSL,CLOUD,21.0,Medium
2768,"Cloudflare, Inc.",NYS,NET,23.9,Medium
2769,ClouDr Group Ltd.,HKG,9955,24.3,Medium
2770,Clover Health Investments Corp.,NAS,CLOV,32.7,High
2771,CLP Holdings Ltd.,HKG,2,22.5,Medium
2772,CLS Holdings Plc,LON,CLI,17.6,Low
2773,Clydesdale Bank Plc,-,,15.9,Low
2774,CM Hospitalar SA,BSP,VVEO3,13.4,Low
2775,CMA CGM SA,-,,20.4,Medium
2776,CMB International Leasing Management Ltd.,-,,24.8,Medium
2777,CMB.TECH NV,BRU,CMBT,30.0,High
2778,CMC Magnetics Corp.,TAI,2323,20.9,Medium
2779,CMC Markets Plc,LON,CMCX,24.3,Medium
2780,"CME Group, Inc.",NAS,CME,18.3,Low
2781,"CMG Pharmaceutical Co., Ltd.",KRX,058820,41.2,Severe
2782,CMGE Technology Group Ltd.,HKG,302,18.5,Low
2783,CMK Corp.,TKS,6958,26.8,Medium
2784,CMOC Group Ltd.,HKG,3993,36.5,High
2785,CMS Energy Corp.,NYS,CMS,25.8,Medium
2786,CMS Info Systems Ltd.,BOM,543441,29.9,Medium
2787,"CMST Development Co., Ltd.",SHG,600787,27.4,Medium
2788,CNA Financial Corp.,NYS,CNA,29.2,Medium
2789,CNB Financial Corp. (Pennsylvania),NAS,CCNE,35.5,High
2790,CNCB (Hong Kong) Investment Ltd.,-,,27.0,Medium
2791,"CNGR Advanced Material Co., Ltd.",SHE,300919,33.9,High
2792,CNH Industrial Capital Canada Ltd.,-,,16.6,Low
2793,CNH Industrial Capital LLC,-,,15.8,Low
2794,CNH Industrial NV,NYS,CNH,15.2,Low
2795,"CNNC Hua Yuan Titanium Dioxide Co., Ltd.",SHE,002145,30.3,High
2796,"CNO Financial Group, Inc.",NYS,CNO,17.3,Low
2797,CNOOC Energy Technology & Services Ltd.,SHG,600968,27.6,Medium
2798,CNOOC Ltd.,HKG,883,48.8,Severe
2799,CNOOC Petroleum North America ULC,-,,43.2,Severe
2800,CNP Assurances SA,-,,12.3,Low
2801,"CNPC Capital Co., Ltd.",SHE,000617,39.9,High
2802,"CNSIG Inner Mongolia Chemical Industry Co., Ltd.",SHG,600328,34.0,High
2803,CNX Resources Corp.,NYS,CNX,44.3,Severe
2804,Co-entreprise de Transport d’Electricité SA,-,,22.6,Medium
2805,Co-operators Financial Services Ltd.,-,,29.3,Medium
2806,Co-Tech Development Corp.,ROCO,8358,20.6,Medium
2807,Coal Energy SA,WAR,CLE,84.4,Severe
2808,Coal India Ltd.,BOM,533278,41.7,Severe
2809,Coast Capital Savings Federal Credit Union,-,,27.1,Medium
2810,Coast Entertainment Holdings Ltd.,ASX,CEH,34.0,High
2811,Coastal Financial Corp. (Washington),NAS,CCB,38.7,High
2812,Coats Group Plc,LON,COA,9.5,Negligible
2813,Cobram Estate Olives Ltd.,ASX,CBO,45.3,Severe
2814,"Coca-Cola Bottlers Japan Holdings, Inc.",TKS,2579,27.7,Medium
2815,"Coca-Cola Consolidated, Inc.",NAS,COKE,39.6,High
2816,Coca-Cola Europacific Partners plc,NAS,CCEP,16.8,Low
2817,Coca-Cola FEMSA SAB de CV,MEX,KOFUBL,25.2,Medium
2818,Coca-Cola HBC AG,LON,CCH,17.3,Low
2819,Coca-Cola Icecek AS,IST,CCOLA.E,17.8,Low
2820,Cochin Shipyard Ltd.,BOM,540678,27.5,Medium
2821,Cochlear Ltd.,ASX,COH,17.3,Low
2822,Codan Ltd.,ASX,CDA,16.0,Low
2823,"Codexis, Inc.",NAS,CDXS,41.0,Severe
2824,"Codorus Valley Bancorp, Inc.",-,,30.7,High
2825,"Coeur Mining, Inc.",NYS,CDE,32.0,High
2826,Coface SA,PAR,COFA,18.4,Low
2827,"COFCO Biotechnology Co., Ltd.",SHE,000930,36.9,High
2828,"COFCO Capital Holdings Co., Ltd.",SHE,002423,18.9,Low
2829,COFCO Corp.,-,,41.7,Severe
2830,COFCO International (HK) Ltd.,-,,23.5,Medium
2831,COFCO Joycome Foods Ltd.,HKG,1610,44.5,Severe
2832,COFCO Sugar Holding Co. Ltd.,SHG,600737,48.8,Severe
2833,Cofinimmo SA,BRU,COFB,10.0,Negligible
2834,Coforge Ltd.,BOM,532541,21.3,Medium
2835,"Cogeco Communications, Inc.",TSE,CCA,11.0,Low
2836,"Cogeco, Inc.",TSE,CGO,12.4,Low
2837,"Cogent Biosciences, Inc.",NAS,COGT,30.5,High
2838,"Cogent Communications Holdings, Inc.",NAS,CCOI,29.8,Medium
2839,Cogna Educação SA,BSP,COGN3,10.7,Low
2840,Cognex Corp.,NAS,CGNX,9.9,Negligible
2841,Cognizant Technology Solutions Corp.,NAS,CTSH,15.3,Low
2842,"Cohen & Steers, Inc. (New York)",NYS,CNS,26.2,Medium
2843,Coherent Corp.,NYS,COHR,14.9,Low
2844,"Coherus BioSciences, Inc.",NAS,CHRS,37.4,High
2845,"Cohu, Inc.",NAS,COHU,16.4,Low
2846,"Coinbase Global, Inc.",NAS,COIN,27.8,Medium
2847,Coinshares International Ltd.,OME,CS,26.1,Medium
2848,Colbún SA,SGO,COLBUN,21.9,Medium
2849,Coles Group Ltd.,ASX,COL,20.6,Medium
2850,Colgate-Palmolive (India) Ltd.,BOM,500830,27.8,Medium
2851,Colgate-Palmolive Co.,NYS,CL,23.2,Medium
2852,"Collegium Pharmaceutical, Inc.",NAS,COLL,29.4,Medium
2853,"Colliers International Group, Inc.",TSE,CIGI,10.9,Low
2854,Collins Foods Ltd.,ASX,CKF,31.2,High
2855,Colombia Telecomunicaciones SA ESP,BOG,COLTEL,24.8,Medium
2856,Colonial Pipeline Co.,-,,39.5,High
2857,"Colony Bankcorp, Inc.",NYS,CBAN,34.3,High
2858,"COLOPL, Inc.",TKS,3668,16.1,Low
2859,Coloplast A/S,CSE,COLO.B,14.1,Low
2860,"Colowide Co., Ltd.",TKS,7616,33.7,High
2861,Colruyt Group NV,BRU,COLR,25.3,Medium
2862,Colt CZ Group SE,PRA,CZG,35.8,High
2863,Coltene Holding AG,SWX,CLTN,23.3,Medium
2864,"Columbia Banking System, Inc.",NAS,COLB,29.7,Medium
2865,"Columbia Financial, Inc.",NAS,CLBK,29.5,Medium
2866,Columbia Sportswear Co.,NAS,COLM,15.8,Low
2867,Columbus McKinnon Corp.,NAS,CMCO,30.6,High
2868,Com2uS Corp.,KRX,078340,26.1,Medium
2869,Com2uS Holdings Corp.,KRX,063080,21.1,Medium
2870,Com7 Public Co. Ltd.,BKK,COM7,19.5,Low
2871,Comarch SA,-,,16.5,Low
2872,Comba Telecom Systems Holdings Ltd.,HKG,2342,20.6,Medium
2873,Comcast Corp.,NAS,CMCSA,21.9,Medium
2874,"Comerica, Inc.",NYS,CMA,25.2,Medium
2875,COMET Holding AG,SWX,COTN,9.9,Negligible
2876,"Comforia Residential REIT, Inc.",TKS,3282,13.3,Low
2877,"Comfort Systems USA, Inc.",NYS,FIX,35.1,High
2878,ComfortDelGro Corp. Ltd.,SES,C52,14.1,Low
2879,Comisión Federal de Electricidad SA de CV,-,,63.9,Severe
2880,Comisión Nacional de los Mercados y la Competencia,-,,49.1,Severe
2881,"Commerce Bancshares, Inc. (Missouri)",NAS,CBSH,25.7,Medium
2882,Commercial Bank of Ceylon Plc,COL,COMB.N0000,30.7,High
2883,Commercial Bank of Dubai,DFM,CBD,32.1,High
2884,Commercial Bank of Qatar,DSMD,CBQK,23.4,Medium
2885,Commercial International Bank - Egypt (CIB) SAE,CAI,COMI,22.6,Medium
2886,Commercial Metals Co.,NYS,CMC,26.3,Medium
2887,"Commercial Vehicle Group, Inc.",NAS,CVGI,29.3,Medium
2888,Commerzbank AG,ETR,CBK,24.4,Medium
2889,CommonSpirit Health,-,,34.2,High
2890,Commonwealth Bank of Australia,ASX,CBA,13.9,Low
2891,Commonwealth Edison Co.,-,,26.7,Medium
2892,"CommScope Holding Co., Inc.",NAS,COMM,22.4,Medium
2893,"Community Financial System, Inc.",NYS,CBU,24.5,Medium
2894,"Community Health Systems, Inc.",NYS,CYH,34.2,High
2895,"Community Healthcare Trust, Inc.",NYS,CHCT,17.6,Low
2896,"Community Trust Bancorp, Inc. (Kentucky)",NAS,CTBI,31.1,High
2897,Community West Bancshares,NAS,CWBC,26.5,Medium
2898,"Commvault Systems, Inc.",NAS,CVLT,15.5,Low
2899,Compagnie de l'Odet SE,PAR,ODET,16.2,Low
2900,Compagnie de Saint-Gobain SA,PAR,SGO,18.9,Low
2901,Compagnie des Alpes SA,PAR,CDA,26.9,Medium
2902,Compagnie Financière Richemont SA,SWX,CFR,16.0,Low
2903,Compagnie Financière Tradition SA,SWX,CFT,34.4,High
2904,Compagnie Générale des Établissements Michelin SCA,PAR,ML,11.4,Low
2905,"Compal Electronics, Inc.",TAI,2324,12.4,Low
2906,Companhia Brasileira de Alumínio,BSP,CBAV3,32.8,High
2907,Companhia Brasileira de Distribuicao,BSP,PCAR3,20.7,Medium
2908,Companhia de Ferro Ligas da Bahia,BSP,FESA4,34.9,High
2909,Companhia de Saneamento Basico do Estado de Sao Paulo SABESP,BSP,SBSP3,34.3,High
2910,Companhia de Saneamento de Minas Gerais,BSP,CSMG3,34.6,High
2911,Companhia de Saneamento do Paraná,BSP,SAPR4,31.2,High
2912,Companhia Energética de Minas Gerais SA,BSP,CMIG4,22.3,Medium
2913,Companhia Paranaense de Energia,BSP,CPLE6,22.0,Medium
2914,Companhia Siderurgica Nacional,BSP,CSNA3,29.6,Medium
2915,Compañía Cervecerías Unidas SA,SGO,CCU,26.2,Medium
2916,Compañía de Minas Buenaventura SAA,LIM,BUENAVC1,41.4,Severe
2917,Compania Sud Americana de Vapores SA,SGO,VAPORES,23.0,Medium
2918,Compass Diversified Holdings,NYS,CODI,26.8,Medium
2919,Compass Group Plc,LON,CPG,18.5,Low
2920,"Compass Minerals International, Inc.",NYS,CMP,32.3,High
2921,"Compass Therapeutics, Inc.",NAS,CMPX,33.9,High
2922,"Compass, Inc. (New York)",NYS,COMP.EQ,24.7,Medium
2923,"Compeq Manufacturing Co., Ltd.",TAI,2313,23.5,Medium
2924,"CompoSecure, Inc.",NAS,CMPO,25.8,Medium
2925,CompuGroup Medical Societas Europaea,ETR,COP,15.3,Low
2926,Computacenter Plc,LON,CCC,20.1,Medium
2927,Computer Age Management Services Ltd.,BOM,543232,19.5,Low
2928,Computer Direct Group Ltd.,TAE,CMDR,24.9,Medium
2929,Computer Engineering & Consulting Ltd.,TKS,9692,22.3,Medium
2930,Computer Modelling Group Ltd.,TSE,CMG,19.1,Low
2931,Computershare Ltd.,ASX,CPU,16.9,Low
2932,"CompX International, Inc.",ASE,CIX,8.9,Negligible
2933,"Comstock Resources, Inc.",NYS,CRK,64.1,Severe
2934,COMSYS Holdings Corp.,TKS,1721,41.6,Severe
2935,Comtech Telecommunications Corp.,NAS,CMTL,25.8,Medium
2936,Comture Corp.,TKS,3844,23.5,Medium
2937,"Conagra Brands, Inc.",NYS,CAG,27.5,Medium
2938,Concejo AB,OME,CNCJO.B,18.6,Low
2939,Concentradora Fibra Danhos SA de CV,MEX,DANHOS13,9.6,Negligible
2940,Concentric AB,-,,21.3,Medium
2941,Concentrix Corp.,NAS,CNXC,14.7,Low
2942,Concepcion Industrial Corp.,PHS,CIC,29.6,Medium
2943,Concord New Energy Group Ltd.,HKG,182,18.7,Low
2944,"Concordia Financial Group, Ltd.",TKS,7186,26.6,Medium
2945,Concordia University,-,,14.2,Low
2946,"Concrete Pumping Holdings, Inc.",NAS,BBCP,44.3,Severe
2947,"Conduent, Inc.",NAS,CNDT,21.9,Medium
2948,Conduit Holdings Ltd.,LON,CRE,27.7,Medium
2949,"Confluent, Inc.",NAS,CFLT,17.9,Low
2950,CONMED Corp.,NYS,CNMD,27.6,Medium
2951,Connect Plus (M25) Issuer PLC,-,,26.1,Medium
2952,Connecteast Finance Pty Ltd.,-,,9.4,Negligible
2953,"ConnectOne Bancorp, Inc.",NAS,CNOB,34.1,High
2954,"Connectwave Co., Ltd.",-,,28.0,Medium
2955,"Connor, Clark & Lunn Infrastructure Ltd.",-,,31.0,High
2956,ConocoPhillips,NYS,COP,33.1,High
2957,"Consensus Cloud Solutions, Inc.",NAS,CCSI,25.1,Medium
2958,"CONSOL Energy, Inc.",-,,42.3,Severe
2959,"Consolidated Communications Holdings, Inc.",-,,36.4,High
2960,"Consolidated Edison Company of New York, Inc.",-,,29.3,Medium
2961,"Consolidated Edison, Inc.",NYS,ED,21.1,Medium
2962,Consolidated Energy AG,-,,45.7,Severe
